Plant Type,Family,Common Name,Genus,Organism,BLH ,BLTVA,BCTV,Barcode,Query,Sequences,Collection Date,Time Period,Region,Site,Plant BLH collected from
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,Solanum dulcamara,43,0,0,ITS,bc1155--bc1157,2,2019-06-14,Early June,Pasco,WSU,Kochia
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,Solanum dulcamara,69,1,0,ITS,bc1133--bc1155,6,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,Solanum dulcamara,153,0,0,trnF,bc1110--bc1144,2,2019-07-31,Late July,Mattawa,RDR,Pigweed
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,Solanum dulcamara,166,0,0,trnF,bc1144--bc1176,18,2019-08-02,Early August,Pasco,WSU,Pigweed
Nightshade,Solanaceae,Bittersweet Nightshade,Solanum,Solanum dulcamara,175,0,0,trnF,bc1112--bc1169,8,2019-08-02,Early August,Pasco,WSU,Russian thistle
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,20,0,0,ITS,bc1140--bc1146,83,2019-06-12,Early June,Mattawa ,RDR,Potato
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,33,0,0,ITS,bc1152--bc1155,25,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,34,0,0,ITS,bc1153--bc1155,2,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,60,0,1,ITS,bc1140--bc1159,25,2019-07-03,Early July,Mattawa ,RDJ,Potato
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,69,1,0,ITS,bc1133--bc1155,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,70,0,0,ITS,bc1134--bc1155,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,74,1,1,ITS,bc1146--bc1154,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,92,0,0,ITS,bc1150--bc1189,17,2019-07-05,Early July,Mattawa,WSU,Potato
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,96,1,0,ITS,bc1152--bc1189,660,2019-07-05,Early July,Mattawa,WSU,Pigweed
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,134,0,0,ITS,bc1159--bc1189,84,2019-07-12,Early July,Pasco,WSU,Potato
Nightshade,Solanaceae,Black Nightshade,Solanum,Solanum nigrum,160,0,0,trnF,bc1097--bc1107,3,2019-08-01,Early August,Paterson,475,Kochia
Nightshade,Solanaceae,Black Nightshade,Solanum,Solanum nigrum,161,0,0,ITS,bc1169--bc1178,7,2019-08-01,Early August,Paterson,475,Kochia
Nightshade,Solanaceae,Black Nightshade,Solanum,Solanum nigrum,161,0,0,ITS,bc1150--bc1173,4,2019-08-01,Early August,Paterson,475,Kochia
Nightshade,Solanaceae,Black Nightshade,Solanum,Solanum nigrum,168,0,0,trnF,bc1120--bc1169,6,2019-08-02,Early August,Pasco,413,Russian thistle
Nightshade,Solanaceae,American Black Nightshade,Solanum,Solanum nigrum/americanum,43,0,0,ITS,bc1155--bc1157,2,2019-06-14,Early June,Pasco,WSU,Kochia
Nightshade,Solanaceae,American Black Nightshade,Solanum,Solanum nigrum/americanum,54,0,0,ITS,bc1140--bc1157,470,2019-06-21,Late June,Pasco,WSU,Pigweed
Nightshade,Solanaceae,American Black Nightshade,Solanum,Solanum nigrum/americanum,56,0,0,ITS,bc1140--bc1156,14,2019-06-21,Late June,Pasco,WSU,Pigweed
Nightshade,Solanaceae,American Black Nightshade,Solanum,Solanum nigrum/americanum,69,1,0,ITS,bc1133--bc1155,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,American Black Nightshade,Solanum,Solanum nigrum/americanum,72,0,0,ITS,bc1124--bc1155,8,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,American Black Nightshade,Solanum,Solanum nigrum/americanum,82,1,0,ITS,bc1153--bc1154,3,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,American Black Nightshade,Solanum,Solanum nigrum/americanum,153,0,0,ITS,bc1133--bc1189,2,2019-07-31,Late July,Mattawa,RDR,Pigweed
Nightshade,Solanaceae,Wild Tomato,Solanum,Solanum pennellii,72,0,0,ITS,bc1124--bc1155,4,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Wild Tomato,Solanum,Solanum pennellii,82,1,0,trnF,bc1107--bc1110,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Wild Tomato,Solanum,Solanum pennellii,96,1,0,trnF,bc1110--bc1143,473,2019-07-05,Early July,Mattawa,WSU,Pigweed
Nightshade,Solanaceae,Wild Tomato,Solanum,Solanum pennellii,134,0,0,trnF,bc1114--bc1144,389,2019-07-12,Early July,Pasco,WSU,Potato
Nightshade,Solanaceae,White-Flowered Nightshade,Solanum,Solanum physalifolium,54,0,0,trnF,bc1142--bc1177,6,2019-06-21,Late June,Pasco,WSU,Pigweed
Nightshade,Solanaceae,White-Flowered Nightshade,Solanum,Solanum physalifolium,141,1,0,trnF,bc1115--bc1144,6,2019-07-18,Late July,Paterson,529,Pigweed
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,20,0,0,ITS,bc1140--bc1146,206,2019-06-12,Early June,Mattawa ,RDR,Potato
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,35,0,0,ITS,bc1155--bc1158,13,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,40,0,0,ITS,bc1140--bc1153,8,2019-06-14,Early June,Pasco,505,Pigweed
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,52,0,0,ITS,bc1140--bc1158,3,2019-06-20,Late June,Paterson,475,Pigweed
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,54,0,0,ITS,bc1140--bc1157,2,2019-06-21,Late June,Pasco,WSU,Pigweed
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,56,0,0,ITS,bc1140--bc1156,3,2019-06-21,Late June,Pasco,WSU,Pigweed
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,60,0,1,ITS,bc1140--bc1159,60,2019-07-03,Early July,Mattawa ,RDJ,Potato
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,69,1,0,ITS,bc1133--bc1155,3,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,72,0,0,ITS,bc1124--bc1155,7,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,73,1,0,ITS,bc1150--bc1154,6,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,91,0,1,ITS,bc1140--bc1148,40,2019-07-05,Early July,Mattawa,WSU,Potato
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,92,0,0,ITS,bc1150--bc1189,130,2019-07-05,Early July,Mattawa,WSU,Potato
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,93,0,0,ITS,bc1146--bc1189,12,2019-07-05,Early July,Mattawa,WSU,Potato
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,108,1,0,ITS,bc1154--bc1157,2,2019-07-11,Early July,Paterson,107,Russian thistle
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,113,0,0,ITS,bc1157--bc1189,18,2019-07-11,Early July,Paterson,475,Potato
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,114,0,0,ITS,bc1156--bc1189,18,2019-07-11,Early July,Paterson,475,Potato
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,122,1,0,ITS,bc1133--bc1154,15,2019-07-11,Early July,Paterson,529,Russian thistle
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,128,1,0,ITS,bc1134--bc1154,3,2019-07-12,Early July,Pasco,WSU,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,141,1,0,ITS,bc1135--bc1189,2,2019-07-18,Late July,Paterson,529,Pigweed
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,160,0,0,ITS,bc1124--bc1154,8,2019-08-01,Early August,Paterson,475,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,161,0,0,ITS,bc1150--bc1173,4,2019-08-01,Early August,Paterson,475,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,162,0,0,ITS,bc1146--bc1173,2,2019-08-01,Early August,Paterson,475,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,163,0,0,ITS,bc1152--bc1173,2,2019-08-02,Early August,Pasco,WSU,Kochia
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,166,0,0,ITS,bc1135--bc1140,29,2019-08-02,Early August,Pasco,WSU,Pigweed
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,167,0,0,ITS,bc1158--bc1173,4,2019-08-02,Early August,Pasco,413,Russian thistle
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,169,0,0,ITS,bc1156--bc1173,4,2019-08-02,Early August,Pasco,WSU,Russian thistle
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,173,0,0,ITS,bc1159--bc1173,13,2019-08-02,Early August,Pasco,WSU,Russian thistle
Nightshade,Solanaceae,Tansyleaf Nightshade,Solanum,Solanum pinnatisectum,174,0,0,ITS,bc1135--bc1173,2,2019-08-02,Early August,Pasco,WSU,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,18,1,0,ITS,bc1124--bc1140,3,2019-06-03,Early June,Mattawa ,RDJ,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,33,0,0,trnF,bc1108--bc1178,12,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,34,0,0,trnF,bc1108--bc1177,10,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,35,0,0,trnF,bc1108--bc1176,23,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,56,0,0,trnF,bc1142--bc1178,2,2019-06-21,Late June,Pasco,WSU,Pigweed
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,60,0,1,trnF,bc1113--bc1143,182,2019-07-03,Early July,Mattawa ,RDJ,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,70,0,0,trnF,bc1108--bc1111,3,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,71,0,1,trnF,bc1098--bc1108,7,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,72,0,0,trnF,bc1097--bc1108,11,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,73,1,0,trnF,bc1107--bc1178,125,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,90,0,0,trnF,bc1114--bc1143,6,2019-07-05,Early July,Mattawa,WSU,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,91,0,1,trnF,bc1115--bc1143,208,2019-07-05,Early July,Mattawa,WSU,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,92,0,0,trnF,bc1120--bc1143,105,2019-07-05,Early July,Mattawa,WSU,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,93,0,0,trnF,bc1109--bc1143,30,2019-07-05,Early July,Mattawa,WSU,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,97,0,0,trnF,bc1143--bc1176,2,2019-07-05,Early July,Mattawa,WSU,Pigweed
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,103,1,1,trnF,bc1107--bc1109,3,2019-07-10,Early July,Mattawa,RDJ,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,106,0,0,trnF,bc1143--bc1177,12,2019-07-11,Early July,Paterson,107,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,109,0,0,trnF,bc1107--bc1115,11,2019-07-11,Early July,Paterson,107,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,112,1,0,trnF,bc1107--bc1112,36,2019-07-11,Early July,Paterson,475,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,113,0,0,trnF,bc1143--bc1178,671,2019-07-11,Early July,Paterson,475,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,113,0,0,ITS,bc1157--bc1189,4,2019-07-11,Early July,Paterson,475,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,114,0,0,trnF,bc1113--bc1144,119,2019-07-11,Early July,Paterson,529,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,122,1,0,trnF,bc1107--bc1111,23,2019-07-11,Early July,Paterson,529,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,128,1,0,trnF,bc1100--bc1107,5,2019-07-12,Early July,Pasco,WSU,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,134,0,0,trnF,bc1114--bc1144,45,2019-07-12,Early July,Pasco,WSU,Potato
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,141,1,0,trnF,bc1115--bc1144,100,2019-07-18,Late July,Paterson,529,Pigweed
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,153,0,0,trnF,bc1110--bc1144,23,2019-07-31,Late July,Mattawa,RDR,Pigweed
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,159,0,0,trnF,bc1098--bc1107,2,2019-08-01,Early August,Paterson,475,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,161,0,0,ITS,bc1169--bc1178,6,2019-08-01,Early August,Paterson,475,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,162,0,0,ITS,bc1146--bc1173,2,2019-08-01,Early August,Paterson,475,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,162,0,0,trnF,bc1169--bc1177,2,2019-08-01,Early August,Paterson,475,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,163,0,0,trnF,bc1169--bc1176,2,2019-08-02,Early August,Pasco,WSU,Kochia
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,166,0,0,trnF,bc1144--bc1176,11,2019-08-02,Early August,Pasco,WSU,Pigweed
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,168,0,0,trnF,bc1120--bc1169,14,2019-08-02,Early August,Pasco,413,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,169,0,0,trnF,bc1115--bc1169,12,2019-08-02,Early August,Pasco,WSU,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,173,0,0,trnF,bc1114--bc1169,12,2019-08-02,Early August,Pasco,WSU,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,174,0,0,trnF,bc1113--bc1169,5,2019-08-02,Early August,Pasco,WSU,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,175,0,0,trnF,bc1112--bc1169,4,2019-08-02,Early August,Pasco,WSU,Russian thistle
Potato,Solanaceae,Potato,Solanum,Solanum tuberosum,204,1,0,trnF,bc1111--bc1169,7,2019-10-18,Late October,Pasco,RDJ,Russian thistle
Weed,Asteraceae,Sow thistle or hare thistle,Sonchus,Sonchus fragilis,72,0,0,trnF,bc1097--bc1108,5,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Sow thistle,Sonchus,Sonchus oleraceus,73,1,0,ITS,bc1150--bc1154,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Weed,Asteraceae,Sow thistle,Sonchus,Sonchus oleraceus,128,1,0,ITS,bc1134--bc1154,4,2019-07-12,Early July,Pasco,WSU,Kochia
Grass,Poaceae,Sorghum or Great Millet,Sorghum,Sorghum bicolor,96,1,0,trnF,bc1110--bc1143,3,2019-07-05,Early July,Mattawa,WSU,Pigweed
Crop,Amaranthaceae,Spinach,Spinacia,Spinacia oleracea,74,1,1,ITS,bc1146--bc1154,3,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Tree,Malvaceae,Little Leaf Linden,Tilia,Tilia cordata,93,0,0,ITS,bc1146--bc1189,15,2019-07-05,Early July,Mattawa,WSU,Potato
Tree,Malvaceae,Large Leaf Linden or Lime,Tilia,Tilia platyphyllos,70,0,0,trnF,bc1108--bc1111,2,2019-07-03,Early July,Mattawa ,RDJ,Kochia
Tree,Malvaceae,Linden,Tilia,Tilia x,20,0,0,ITS,bc1140--bc1146,11,2019-06-12,Early June,Mattawa ,RDR,Potato
Tree,Malvaceae,Linden,Tilia,Tilia x,35,0,0,ITS,bc1155--bc1158,24,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Tree,Malvaceae,Linden,Tilia,Tilia x,56,0,0,ITS,bc1140--bc1156,2,2019-06-21,Late June,Pasco,WSU,Pigweed
Weed,Zygophyllaceae,Puncture Vine,Tribulus,Tribulus terrestris,54,0,0,ITS,bc1140--bc1157,140,2019-06-21,Late June,Pasco,WSU,Pigweed
Weed,Zygophyllaceae,Puncture Vine,Tribulus,Tribulus terrestris,161,0,0,ITS,bc1150--bc1173,12,2019-08-01,Early August,Paterson,475,Kochia
Weed,Zygophyllaceae,Puncture Vine,Tribulus,Tribulus terrestris,162,0,0,ITS,bc1146--bc1173,8,2019-08-01,Early August,Paterson,475,Kochia
Tree,Ulmaceae,Bergman's Elm,Ulmus,Ulmus bergmanniana,153,0,0,trnF,bc1110--bc1144,90,2019-07-31,Late July,Mattawa,RDR,Pigweed
Crop,Fabaceae,Fava Bean,Vicia,Vicia faba 5.8S,92,0,0,ITS,bc1150--bc1189,9,2019-07-05,Early July,Mattawa,WSU,Potato
Weed,Fabaceae,Hairy Vetch,Vicia,Vicia villosa,2,0,0,ITS,bc1134--bc1140,16,2019-06-03,Early June,Mattawa ,RDR,Russian thistle
Crop,Fabaceae,Cowpea,Vigna,Vigna unguiculata,34,0,0,ITS,bc1153--bc1155,4,2019-06-12,Early June,Mattawa ,RDJ,Kochia
Crop,Vitaceae,Grape vine,Vitis,Vitis vinifera,45,0,0,trnF,bc1108--bc1115,10,2019-06-14,Early June,Pasco,WSU,Kochia
