BLH_ID,type,family,common_name,genus,organism,primer,short,BC,Code,Barcode,OTU ,Sequences,blh_mix_count,time_period,Date,region,site_name,Terpene,host_plant,extraction_date,nucleic_acid,purity,quality,BCTV
72,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,K,bc1192 ,17,bc1124,30,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,130,2.11,2.3,1
73,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,17,bc1124,R,bc1173 ,7,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,138.5,2.09,1.96,1
73,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,17,bc1124,R,bc1173 ,6,3,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,138.5,2.09,1.96,1
73,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,ITS,17,bc1124,R,bc1173 ,8,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,138.5,2.09,1.96,1
74,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,17,bc1124,S,bc1154 ,8,3,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,142.4,2.13,2.09,1
74,Mustard,Brassicaceae,Tansyweed,Descurainia,Descurainia pinnata,ITS,17,bc1124,S,bc1154 ,6,4,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,142.4,2.13,2.09,1
75,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,17,bc1124,T,bc1155 ,8,2,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,97,2.09,2.09,1
75,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,17,bc1124,T,bc1155 ,5,5,5,June,45815,Prosser Roza,Q6.7,,Hemp,45226,97,2.09,2.09,1
77,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,W,bc1189 ,17,bc1124,2,9,5,June,45815,Royal City,H6.7,,Carrot,45245,113.8,2.11,2.03,1
78,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,16,bc1123,H,bc1190 ,3,2,5,June,45815,Royal City,H6.7,,Carrot,45245,139.9,2.12,1.86,1
78,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,16,bc1123,H,bc1190 ,2,5,5,June,45815,Royal City,H6.7,,Carrot,45245,139.9,2.12,1.86,1
79,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,16,bc1123,i,bc1191 ,4,9,5,June,45815,Royal City,H6.7,,Carrot,45245,142,2.18,1.91,1
79,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,16,bc1123,i,bc1191 ,6,2,5,June,45815,Royal City,H6.7,,Carrot,45245,142,2.18,1.91,1
80,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,16,bc1123,K,bc1192 ,2,7,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.84,1
80,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,16,bc1123,K,bc1192 ,5,2,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.84,1
81,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,16,bc1123,R,bc1173 ,6,6,5,June,45815,Royal City,H6.7,,Carrot,45245,147,2.12,2.26,1
82,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,16,bc1123,S,bc1154 ,4,3,5,June,45815,Royal City,H6.7,,Carrot,45245,149.7,2.1,1.61,1
82,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,16,bc1123,S,bc1154 ,5,2,5,June,45815,Royal City,H6.7,,Carrot,45245,149.7,2.1,1.61,1
83,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,16,bc1123,T,bc1155 ,6,2,5,June,45815,Royal City,H6.7,,Carrot,45245,160.9,2.15,1.96,1
83,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,16,bc1123,T,bc1155 ,5,3,5,June,45815,Royal City,H6.7,,Carrot,45245,160.9,2.15,1.96,1
84,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,16,bc1123,V,bc1140 ,8,2,5,June,45815,Royal City,H6.7,,Carrot,45245,115.9,2.1,2.38,1
85,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,16,bc1123,W,bc1189 ,5,4,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.7,1
86,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,16,bc1123,F,bc1171 ,4,5,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
86,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,16,bc1123,F,bc1171 ,5,4,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
87,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,15,bc1134,G,bc1172 ,11,2,5,June,45815,Royal City,H6.7,,Carrot,45245,123.7,2.13,2.09,1
87,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,15,bc1134,G,bc1172 ,3,17,5,June,45815,Royal City,H6.7,,Carrot,45245,123.7,2.13,2.09,1
89,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,15,bc1134,i,bc1191 ,3,23,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
89,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,15,bc1134,i,bc1191 ,9,2,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
90,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,15,bc1134,K,bc1192 ,6,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,60.9,2.02,1.53,1
90,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,15,bc1134,K,bc1192 ,1,74,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,60.9,2.02,1.53,1
91,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,15,bc1134,R,bc1173 ,3,5,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,106.5,2.1,1.69,1
91,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,15,bc1134,R,bc1173 ,1,86,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,106.5,2.1,1.69,1
94,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,S,bc1154 ,15,bc1134,9,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
94,Mustard,Brassicaceae,Tansyweed,Descurainia,Descurainia pinnata,ITS,S,bc1154 ,15,bc1134,2,56,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
94,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,S,bc1154 ,15,bc1134,1,139,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
94,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,S,bc1154 ,15,bc1134,10,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
94,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,S,bc1154 ,15,bc1134,11,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
95,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,T,bc1155 ,15,bc1134,4,4,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,52.5,2.03,1.53,1
97,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,V,bc1140 ,15,bc1134,1,10,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,134.7,2.1,1.6,1
97,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,V,bc1140 ,15,bc1134,3,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,134.7,2.1,1.6,1
102,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,15,bc1134,W,bc1189 ,4,2,5,June,45815,Othello Research Farm,C2-Car,caryophyllene,Hemp,45246,72.1,2.16,1.74,1
102,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,15,bc1134,W,bc1189 ,8,2,5,June,45815,Othello Research Farm,C2-Car,caryophyllene,Hemp,45246,72.1,2.16,1.74,1
104,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,F,bc1171 ,15,bc1134,6,8,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
104,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,F,bc1171 ,15,bc1134,13,2,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
104,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,F,bc1171 ,15,bc1134,10,4,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
104,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,F,bc1171 ,15,bc1134,2,17,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
105,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,G,bc1172 ,14,bc1133,6,2,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,106,2.12,1.82,1
106,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,H,bc1190 ,14,bc1133,7,2,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,134.9,2.14,1.77,1
106,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,H,bc1190 ,14,bc1133,4,5,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,134.9,2.14,1.77,1
108,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,K,bc1192 ,14,bc1133,9,2,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,81.9,2.13,1.85,1
108,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,K,bc1192 ,14,bc1133,1,9,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,81.9,2.13,1.85,1
108,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,K,bc1192 ,14,bc1133,6,4,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,81.9,2.13,1.85,1
111,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,S,bc1154 ,14,bc1133,4,3,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,80.1,2.15,1.87,1
112,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,T,bc1155 ,14,bc1133,3,6,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,140.3,2.17,2.04,1
115,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,13,bc1148,S,bc1154 ,2,13,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,70.7,2.17,1.55,1
115,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,13,bc1148,S,bc1154 ,2,13,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,70.7,2.17,1.55,1
115,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,13,bc1148,S,bc1154 ,8,16,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,70.7,2.17,1.55,1
115,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,13,bc1148,S,bc1154 ,8,16,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,70.7,2.17,1.55,1
116,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,13,bc1148,T,bc1155 ,5,4,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,13,bc1148,T,bc1155 ,5,4,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
121,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,13,bc1148,F,bc1171 ,2,3,5,June,45829,Prosser Roza,Q6-Lin,linalool,Hemp,45246,111.4,2.14,1.71,1
121,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,13,bc1148,F,bc1171 ,2,3,5,June,45829,Prosser Roza,Q6-Lin,linalool,Hemp,45246,111.4,2.14,1.71,1
121,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,13,bc1148,F,bc1171 ,4,2,5,June,45829,Prosser Roza,Q6-Lin,linalool,Hemp,45246,111.4,2.14,1.71,1
121,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,13,bc1148,F,bc1171 ,4,2,5,June,45829,Prosser Roza,Q6-Lin,linalool,Hemp,45246,111.4,2.14,1.71,1
128,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,12,bc1135,i,bc1191 ,2,21,5,June,45829,Othello Research Farm,C7-Car,caryophyllene,Hemp,45247,74,2.16,1.8,1
132,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,12,bc1135,T,bc1155 ,6,3,5,June,45829,Othello Research Farm,C1-Lin,linalool,Hemp,45247,118.9,2.13,2.38,1
132,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,12,bc1135,T,bc1155 ,4,7,5,June,45829,Othello Research Farm,C1-Lin,linalool,Hemp,45247,118.9,2.13,2.38,1
136,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,12,bc1135,R,bc1173 ,8,3,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,118.3,2.14,2.13,1
136,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,12,bc1135,R,bc1173 ,2,21,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,118.3,2.14,2.13,1
136,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,12,bc1135,R,bc1173 ,9,3,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,118.3,2.14,2.13,1
137,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,S,bc1154,11,bc1159 ,5,3,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,90.4,2.11,1.63,1
137,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,S,bc1154,11,bc1159 ,4,4,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,90.4,2.11,1.63,1
137,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,S,bc1154,11,bc1159 ,3,5,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,90.4,2.11,1.63,1
138,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,T,bc1155,11,bc1159 ,5,3,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,115.5,2.1,2.02,1
138,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,T,bc1155,11,bc1159 ,6,2,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,115.5,2.1,2.02,1
145,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,11,bc1159,W,bc1189 ,3,4,5,August,45871,Othello Research Farm,C4-Ger,geraniol,Hemp,45247,99.3,2.06,1.57,1
160,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,9,bc1157,W,bc1189 ,2,7,5,June,45829,Othello Research Farm,C3-Euc,eucalyptol,Hemp,45248,105.8,1.97,1.61,1
168,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,9,bc1157,F,bc1171 ,9,2,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
168,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,9,bc1157,F,bc1171 ,7,4,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
168,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,9,bc1157,F,bc1171 ,5,6,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
171,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,8,bc1158,G,bc1172 ,2,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45248,149.4,2.19,1.89,1
173,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,8,bc1158,R,bc1173 ,8,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,55.2,1.97,1.68,1
173,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,8,bc1158,R,bc1173 ,4,5,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,55.2,1.97,1.68,1
173,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,8,bc1158,R,bc1173 ,5,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,55.2,1.97,1.68,1
174,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,S,bc1154,8,bc1158 ,11,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,131.1,2.1,1.99,1
175,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,T,bc1155,8,bc1158 ,2,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,82.5,2,1.54,1
175,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,T,bc1155,8,bc1158 ,4,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,82.5,2,1.54,1
176,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,V,bc1140,8,bc1158 ,21,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,143.3,2.09,1.98,1
176,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,V,bc1140,8,bc1158 ,21,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,143.3,2.09,1.98,1
176,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,V,bc1140,8,bc1158 ,5,3,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,143.3,2.09,1.98,1
176,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,V,bc1140,8,bc1158 ,5,3,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,143.3,2.09,1.98,1
177,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,8,bc1158,W,bc1189 ,17,6,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,97.9,2.04,1.72,1
177,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,8,bc1158,W,bc1189 ,11,3,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,97.9,2.04,1.72,1
178,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,8,bc1158,F,bc1171 ,7,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,118.8,2.05,1.86,1
178,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,8,bc1158,F,bc1171 ,2,7,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,118.8,2.05,1.86,1
178,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,8,bc1158,F,bc1171 ,11,6,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,118.8,2.05,1.86,1
179,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,7,bc1153,G,bc1172 ,10,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,7,bc1153,G,bc1172 ,10,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,7,bc1153,G,bc1172 ,3,6,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,7,bc1153,G,bc1172 ,3,6,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
180,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,7,bc1153,K,bc1192 ,13,41,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,134.4,2.05,1.87,1
180,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,7,bc1153,K,bc1192 ,2,37,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,134.4,2.05,1.87,1
181,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,7,bc1153,R,bc1173 ,10,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
181,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,7,bc1153,R,bc1173 ,10,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
183,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,7,bc1153,S,bc1154 ,3,4,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,97.6,2.08,1.55,1
183,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,7,bc1153,S,bc1154 ,3,4,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,97.6,2.08,1.55,1
184,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,7,bc1153,T,bc1155 ,3,2,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,84.9,2.07,1.7,1
184,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,7,bc1153,T,bc1155 ,3,2,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,84.9,2.07,1.7,1
194,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,6,bc1152,K,bc1192 ,3,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,97.6,2.02,1.56,1
194,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,6,bc1152,K,bc1192 ,3,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,97.6,2.02,1.56,1
194,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,6,bc1152,K,bc1192 ,4,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,97.6,2.02,1.56,1
194,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,6,bc1152,K,bc1192 ,4,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,97.6,2.02,1.56,1
202,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,5,bc1146,F,bc1171 ,2,6,5,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,60.4,2.1,1.74,1
202,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,5,bc1146,F,bc1171 ,2,6,5,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,60.4,2.1,1.74,1
202,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,5,bc1146,F,bc1171 ,7,5,5,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,60.4,2.1,1.74,1
202,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,5,bc1146,F,bc1171 ,7,5,5,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,60.4,2.1,1.74,1
203,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,5,bc1146,G,bc1172 ,12,2,5,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,55.9,1.94,2.25,1
203,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,5,bc1146,G,bc1172 ,12,2,5,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,55.9,1.94,2.25,1
211,Mustard,Brassicaceae,Blue Mustard,Chorispora,Chorispora tenella,ITS,V,bc1140,5,bc1146 ,5,4,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,91.4,2.07,1.77,1
211,Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium loeselii,ITS,V,bc1140,5,bc1146 ,4,7,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,91.4,2.07,1.77,1
214,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,5,bc1146,E,bc1170 ,6,2,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,99.5,2.02,1.6,1
214,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,5,bc1146,E,bc1170 ,6,2,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,99.5,2.02,1.6,1
215,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,4,bc1150,F,bc1171 ,3,29,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,103.9,2.05,1.86,1
215,Mustard,Brassicaceae,Ethiopian Mustard,Brassica,Brassica carinata,ITS,4,bc1150,F,bc1171 ,3,29,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,103.9,2.05,1.86,1
215,Mustard,Brassicaceae,Flixweed,Descurainia,Descurainia sophia,ITS,4,bc1150,F,bc1171 ,16,2,5,June,45838,Prosser Roza,Q6- Ter,terpinolene,Hemp,45259,103.9,2.05,1.86,1
