BLH_ID,type,family,common_name,genus,organism,primer,short,BC,Code,Barcode,OTU ,Sequences,blh_mix_count,time_period,Date,region,site_name,Terpene,host_plant,extraction_date,nucleic_acid,purity,quality,BCTV
79,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,16,bc1123,i,bc1191 ,5,8,5,June,45815,Royal City,H6.7,,Carrot,45245,142,2.18,1.91,1
80,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,K,bc1192 ,1,58,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.84,1
81,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,R,bc1173 ,7,4,5,June,45815,Royal City,H6.7,,Carrot,45245,147,2.12,2.26,1
81,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,16,bc1123,R,bc1173 ,3,95,5,June,45815,Royal City,H6.7,,Carrot,45245,147,2.12,2.26,1
81,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,16,bc1123,R,bc1173 ,21,19,5,June,45815,Royal City,H6.7,,Carrot,45245,147,2.12,2.26,1
82,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,S,bc1154 ,1,20,5,June,45815,Royal City,H6.7,,Carrot,45245,149.7,2.1,1.61,1
82,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,16,bc1123,S,bc1154 ,3,3,5,June,45815,Royal City,H6.7,,Carrot,45245,149.7,2.1,1.61,1
83,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,16,bc1123,T,bc1155 ,2,8,5,June,45815,Royal City,H6.7,,Carrot,45245,160.9,2.15,1.96,1
83,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,T,bc1155 ,3,5,5,June,45815,Royal City,H6.7,,Carrot,45245,160.9,2.15,1.96,1
84,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,V,bc1140 ,3,40,5,June,45815,Royal City,H6.7,,Carrot,45245,115.9,2.1,2.38,1
85,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,16,bc1123,W,bc1189 ,2,14,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.7,1
85,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,W,bc1189 ,1,44,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.7,1
85,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,16,bc1123,W,bc1189 ,7,2,5,June,45815,Royal City,H6.7,,Carrot,45245,147.6,2.11,1.7,1
86,Crop,Apiaceae,Carrot,Daucus,Daucus carota,ITS,16,bc1123,F,bc1171 ,3,5,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
86,Crop,Fabaceae,Lima bean,Phaseolus,Phaseolus lunatus,ITS,16,bc1123,F,bc1171 ,7,2,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
86,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,16,bc1123,F,bc1171 ,2,9,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
86,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,16,bc1123,F,bc1171 ,13,2,5,June,45815,Royal City,H6.7,,Carrot,45245,333.7,2.2,1.88,1
87,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,15,bc1134,G,bc1172 ,18,176,5,June,45815,Royal City,H6.7,,Carrot,45245,123.7,2.13,2.09,1
87,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,15,bc1134,G,bc1172 ,12,2,5,June,45815,Royal City,H6.7,,Carrot,45245,123.7,2.13,2.09,1
89,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,15,bc1134,i,bc1191 ,2,26,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
89,Crop,Cucurbitaceae,Pumpkin,Cucurbita,Cucurbita pepo,ITS,15,bc1134,i,bc1191 ,7,3,5,June,45815,Royal City,H6.7,,Carrot,45245,124.6,2.11,1.66,1
90,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,15,bc1134,K,bc1192 ,3,4,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,60.9,2.02,1.53,1
91,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,15,bc1134,R,bc1173 ,2,5,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,106.5,2.1,1.69,1
94,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,S,bc1154 ,15,bc1134,3,13,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,84.8,2.12,1.91,1
95,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,T,bc1155 ,15,bc1134,1,157,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,52.5,2.03,1.53,1
95,Crop,Fabaceae,Soybean,Glycine,Glycine max,ITS,T,bc1155 ,15,bc1134,5,2,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,52.5,2.03,1.53,1
95,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,T,bc1155 ,15,bc1134,3,4,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,52.5,2.03,1.53,1
97,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,V,bc1140 ,15,bc1134,2,9,5,June,45815,Othello Research Farm,C7-Lin,linalool,Hemp,45245,134.7,2.1,1.6,1
102,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,15,bc1134,W,bc1189 ,6,214,5,June,45815,Othello Research Farm,C2-Car,caryophyllene,Hemp,45246,72.1,2.16,1.74,1
104,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,F,bc1171 ,15,bc1134,5,10,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
104,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,F,bc1171 ,15,bc1134,3,11,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
104,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,F,bc1171 ,15,bc1134,8,7,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,115.5,2.12,1.81,1
105,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,G,bc1172 ,14,bc1133,3,3,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,106,2.12,1.82,1
105,Crop,Vitaceae,Grape,Vitis,Vitis vinifera,ITS,G,bc1172 ,14,bc1133,5,2,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,106,2.12,1.82,1
106,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,H,bc1190 ,14,bc1133,3,5,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,134.9,2.14,1.77,1
106,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,H,bc1190 ,14,bc1133,5,4,5,June,45829,Prosser Roza,Q2-Ger,geraniol,Hemp,45246,134.9,2.14,1.77,1
108,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,K,bc1192 ,14,bc1133,4,4,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,81.9,2.13,1.85,1
108,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,K,bc1192 ,14,bc1133,7,3,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,81.9,2.13,1.85,1
111,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,S,bc1154 ,14,bc1133,5,2,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,80.1,2.15,1.87,1
111,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,S,bc1154 ,14,bc1133,1,56,5,June,45829,Prosser Roza,Q1-Car,caryophyllene,Hemp,45246,80.1,2.15,1.87,1
112,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,T,bc1155 ,14,bc1133,1,6,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,140.3,2.17,2.04,1
113,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,V,bc1140 ,14,bc1133,2,2,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,118.1,2.17,1.89,1
116,Crop,Vitaceae,Grape,Vitis,Vitis vinifera,ITS,13,bc1148,T,bc1155 ,6,3,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Crop,Vitaceae,Grape,Vitis,Vitis vinifera,ITS,13,bc1148,T,bc1155 ,6,3,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,13,bc1148,T,bc1155 ,9,20,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,13,bc1148,T,bc1155 ,9,20,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,13,bc1148,T,bc1155 ,9,2,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
116,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,13,bc1148,T,bc1155 ,9,2,5,June,45829,Prosser Roza,Q4-Euc,eucalyptol,Hemp,45246,87.1,2.16,1.52,1
128,Crop,Brassicaceae,Canola,Bromus,Bromus tectorum,ITS,12,bc1135,i,bc1191 ,5,2,5,June,45829,Othello Research Farm,C7-Car,caryophyllene,Hemp,45247,74,2.16,1.8,1
128,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,12,bc1135,i,bc1191 ,6,2,5,June,45829,Othello Research Farm,C7-Car,caryophyllene,Hemp,45247,74,2.16,1.8,1
132,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,12,bc1135,T,bc1155 ,10,16,5,June,45829,Othello Research Farm,C1-Lin,linalool,Hemp,45247,118.9,2.13,2.38,1
132,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,12,bc1135,T,bc1155 ,10,2,5,June,45829,Othello Research Farm,C1-Lin,linalool,Hemp,45247,118.9,2.13,2.38,1
136,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,12,bc1135,R,bc1173 ,6,4,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,118.3,2.14,2.13,1
136,Crop,Apiaceae,Carrot,Daucus,Daucus carota,ITS,12,bc1135,R,bc1173 ,5,4,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,118.3,2.14,2.13,1
137,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,S,bc1154,11,bc1159 ,2,18,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,90.4,2.11,1.63,1
138,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,T,bc1155,11,bc1159 ,4,3,5,June,45838,Prosser Roza,Q5-Ger,geraniol,Hemp,45247,115.5,2.1,2.02,1
145,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,11,bc1159,W,bc1189 ,1,135,5,August,45871,Othello Research Farm,C4-Ger,geraniol,Hemp,45247,99.3,2.06,1.57,1
145,Crop,Asteraceae,Tarragon,Artemisia,Artemisia dracunculus,ITS,11,bc1159,W,bc1189 ,4,2,5,August,45871,Othello Research Farm,C4-Ger,geraniol,Hemp,45247,99.3,2.06,1.57,1
168,Crop,Fabaceae,Alfalfa,Medicago,Medicago sativa,ITS,9,bc1157,F,bc1171 ,8,3,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
168,Crop,Lamiaceae,Mint,Mentha,Mentha spicata,ITS,9,bc1157,F,bc1171 ,6,4,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
168,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,9,bc1157,F,bc1171 ,3,7,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
168,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,9,bc1157,F,bc1171 ,11,2,5,June,45838,Othello Research Farm,C4-Lin,linalool,Hemp,45248,105,2.15,1.62,1
173,Crop,Amaranthaceae,Beet,Beta,Beta vulgaris,ITS,8,bc1158,R,bc1173 ,13,5,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,55.2,1.97,1.68,1
173,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,8,bc1158,R,bc1173 ,3,12,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,55.2,1.97,1.68,1
173,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,8,bc1158,R,bc1173 ,11,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,55.2,1.97,1.68,1
174,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,S,bc1154,8,bc1158 ,7,5,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,131.1,2.1,1.99,1
174,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,S,bc1154,8,bc1158 ,8,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,131.1,2.1,1.99,1
177,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,8,bc1158,W,bc1189 ,15,64,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,97.9,2.04,1.72,1
177,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,8,bc1158,W,bc1189 ,7,70,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,97.9,2.04,1.72,1
177,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,8,bc1158,W,bc1189 ,45,10,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,97.9,2.04,1.72,1
178,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,8,bc1158,F,bc1171 ,3,5,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,118.8,2.05,1.86,1
179,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,7,bc1153,G,bc1172 ,2,126,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,7,bc1153,G,bc1172 ,2,126,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,G,bc1172 ,8,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,G,bc1172 ,8,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,7,bc1153,G,bc1172 ,9,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
179,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,7,bc1153,G,bc1172 ,9,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,137.4,2.1,1.86,1
180,Crop,Fabaceae,Chickpea,Cicer,Cicer arietinum,ITS,7,bc1153,K,bc1192 ,14,3,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,134.4,2.05,1.87,1
180,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,K,bc1192 ,51,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,134.4,2.05,1.87,1
181,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,R,bc1173 ,8,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
181,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,R,bc1173 ,8,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
181,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,7,bc1153,R,bc1173 ,3,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
181,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,7,bc1153,R,bc1173 ,3,4,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
181,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,7,bc1153,R,bc1173 ,9,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
181,Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,ITS,7,bc1153,R,bc1173 ,9,2,5,June,45838,Prosser Roza,Q4-Car,caryophyllene,Hemp,45249,94.1,2.08,2.18,1
183,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,S,bc1154 ,1,6,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,97.6,2.08,1.55,1
183,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,S,bc1154 ,1,6,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,97.6,2.08,1.55,1
183,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,7,bc1153,S,bc1154 ,7,7,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,97.6,2.08,1.55,1
183,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,7,bc1153,S,bc1154 ,7,7,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,97.6,2.08,1.55,1
184,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,7,bc1153,T,bc1155 ,2,2,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,84.9,2.07,1.7,1
184,Crop,Cannabaceae,Hops,Humulus,Humulus lupulus,ITS,7,bc1153,T,bc1155 ,2,2,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,84.9,2.07,1.7,1
184,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,T,bc1155 ,1,23,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,84.9,2.07,1.7,1
184,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,7,bc1153,T,bc1155 ,1,23,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,84.9,2.07,1.7,1
185,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,V,bc1140,7,bc1153 ,1,313,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,78.2,2,1.87,1
185,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,V,bc1140,7,bc1153 ,15,6,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,78.2,2,1.87,1
185,Crop,Lamiaceae,Thyme,Thymus,Thymus pulegioides,ITS,V,bc1140,7,bc1153 ,6,3,5,June,45838,Prosser Roza,Q2-N/A,none,Hemp,45249,78.2,2,1.87,1
190,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,6,bc1152,G,bc1172 ,6,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
190,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,6,bc1152,G,bc1172 ,6,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,110.5,2.1,1.98,1
192,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,6,bc1152,i,bc1191 ,3,60,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
192,Crop,Fabaceae,Pea,Pisum,Pisum sativum,ITS,6,bc1152,i,bc1191 ,3,60,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
192,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,6,bc1152,i,bc1191 ,7,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
192,Crop,Solanaceae,Potato,Solanum,Solanum tuberosum,ITS,6,bc1152,i,bc1191 ,7,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
192,Crop,Cucurbitaceae,Pumpkin,Cucurbita,Cucurbita pepo,ITS,6,bc1152,i,bc1191 ,4,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
192,Crop,Cucurbitaceae,Pumpkin,Cucurbita,Cucurbita pepo,ITS,6,bc1152,i,bc1191 ,4,2,5,June,45838,Prosser Roza,Q1-Rli,R-limonene,Hemp,45258,91,2.1,1.73,1
200,Crop,Brassicaceae,Canola,Brassica,Brassica oleracea,ITS,6,bc1152,W,bc1189 ,4,2,5,July,45858,Prosser Roza,Q3-Euc,eucalyptol,Hemp,45258,50.7,2.11,1.8,1
