Plant Type,Family,Common Name,Genus,Organism,OTU,Sequences,Pairwise Identity,BLH,Query,BarCode,Time Period,Date,Region,Site,Host Plant,Sex,BLTVA,BCTV,S citri,Notes
Tree,Oleaceae,Privet,Ligustrum,Ligustrum lucidum,11,3,99.80%,644,bc1143--bc1176,trnF,Early August,2020-08-12,Moxee,A,Russian thistle,F,0,0,0,RADseq
Grass,Poaceae,Perennial Ryegrass,Lolium,Lolium perenne,12,2,99.30%,552,bc1114--bc1169,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,0,0,0,RADseq
Nightshade,Solanaceae,Matrimony vine,Lycium,Lycium barbarum,1221,308,99.30%,227,bc1153--bc1189,ITS,Early June,2020-06-03,Moxee,A,Russian thistle,F,0,0,1,
Nightshade,Solanaceae,Goji,Lycium,Lycium chinense,1,20,99.80%,11,bc1103--bc1114,trnF,Late April,2020-04-23,Moxee,A,Flixweed/Pinnate tansymustard,F,0,0,0,
Nightshade,Solanaceae,Goji,Lycium,Lycium chinense,42,50,100.00%,39,bc1106--bc1109,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,1,1,0,RADseq
Nightshade,Solanaceae,Goji,Lycium,Lycium chinense,3,14,100.00%,153,bc1107--bc1111,trnF,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Nightshade,Solanaceae,Goji,Lycium,Lycium chinense,9,15,100.00%,358,bc1109--bc1142,trnF,Early June,2020-06-03,Mattawa,C,Russian thistle,F,0,1,0,RADseq
Nightshade,Solanaceae,Goji,Lycium,Lycium chinense,7,5,100.00%,22,bc1105--bc1110,trnF,Late May,2020-05-18,Moxee,A,Tumble mustard,,0,0,0,Extracted by Gina
Nightshade,Solanaceae,Goji,Lycium,Lycium ferocissimum,1,10,99.80%,113,bc1112--bc1169,trnF,Late May,2020-05-18,Mattawa,C,Russian thistle,F,1,1,0,
Tree,Fabaceae,Amur Maackia ,Maackia,Maackia amurensis,4,2,100.00%,345,bc1120--bc1142,trnF,Early June,2020-06-03,Mattawa,B,Russian thistle,F,1,1,0,
Weed,Malvaceae,Mallow,Malva,Malva parviflora,18,3,98.20%,39,bc1146--bc1190,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,1,1,0,RADseq
Weed,Malvaceae,Mallow,Malva,Malva parviflora,27,3,98.20%,46,bc1146--bc1173,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,,1,0,0,RADseq
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,55,2,100.00%,124,bc1152--bc1192,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,F,0,0,0,RADseq
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,298,247,100.00%,127,bc1152--bc1173,ITS,Late May,2020-05-18,Othello,F,Kochia,F,0,0,0,RADseq
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,293,100,98.60%,198,bc1153--bc1192,ITS,Late May,2020-05-27,Pasco,M,Russian thistle,F,0,0,0,RADseq
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,90,2,99.80%,199,bc1153--bc1173,ITS,Late May,2020-05-27,Pasco,M,Russian thistle,F,1,1,0,
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,4,3,100.00%,549,bc1133--bc1155,ITS,Early July,2020-07-01,Moxee,A,Russian thistle,F,1,0,0,
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,2,4,100.00%,550,bc1133--bc1140,ITS,Early July,2020-07-01,Mattawa,B,Russian thistle,F,1,0,0,
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,15,6,100.00%,16,bc1150--bc1173,ITS,Early May,2020-05-13,Paterson,H,Russian thistle,,0,0,0,
Weed,Fabaceae,Alfalfa,Medicago,Medicago sativa,6,3,100.00%,0,bc1153--bc1310,,,,,,,,,,,
Nightshade,Solanaceae,Coyote tobacco,Nicotiana,Nicotiana attenuata,5,4,100.00%,552,bc1114--bc1169,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,0,0,0,RADseq
Weed,Fabaceae,lima bean,Phaseolus,Phaseolus lunatus,289,139,100.00%,37,bc1146--bc1172,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,M,0,1,0,RADseq
Tree,Lauraceae,Phoebe hungmoensis,Phoebe,Phoebe hungmoensis,2,18,100.00%,153,bc1107--bc1111,trnF,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Nightshade,Solanaceae,Clammy Groundcherry,Physalis,Physalis heterophylla,7,2,97.60%,663,bc1103--bc1177,trnF,Early August,2020-08-12,Othello,G,Kochia,M,0,0,0,RADseq
Tree,Pinaceae,lodgepole pine,Pinus,Pinus contorta,18,13,99.60%,17,bc1105--bc1112,trnF,Early May,2020-05-13,Paterson,H,Russian thistle,,1,1,0,Extracted by Gina
Tree,Pinaceae,Japanese Red Pine,Pinus,Pinus densiflora,4,6,99.80%,18,bc1105--bc1120,trnF,Late May,2020-05-18,Moxee,A,Flixweed,F,0,0,0,
Tree,Pinaceae,Mexican Mountain Pine,Pinus,Pinus hartwegii,6,2,99.80%,19,bc1105--bc1109,trnF,Late May,2020-05-18,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Tree,Pinaceae,Chinese Red Pine,Pinus,Pinus tabuliformis,13,44,99.80%,18,bc1105--bc1120,trnF,Late May,2020-05-18,Moxee,A,Flixweed,F,0,0,0,
Tree,Anacardiaceae,Cashew,Pistacia,Pistacia vera,4,5,99.80%,482,bc1110--bc1144,trnF,Late June,2020-06-17,Othello,F,Russian thistle,F,1,0,0,RADseq
Crop,Fabaceae,Pea,Pisum,Pisum sativum,1,30,99.60%,18,bc1150--bc1155,ITS,Late May,2020-05-18,Moxee,A,Flixweed,F,0,0,0,
Crop,Fabaceae,Pea,Pisum,Pisum sativum,45,4,99.40%,227,bc1153--bc1189,ITS,Early June,2020-06-03,Moxee,A,Russian thistle,F,0,0,1,
Crop,Fabaceae,Pea,Pisum,Pisum sativum,6,10,99.60%,671,bc1123--bc1173,ITS,Early August,2020-08-12,Othello,G,Kochia,F,1,0,0,
Tree,Platanaceae,Sycamore,Platanus,Platanus orientalis,10,2,100.00%,482,bc1110--bc1144,trnF,Late June,2020-06-17,Othello,F,Russian thistle,F,1,0,0,RADseq
Grass,Poaceae,Wolly Blue Grass,Poa,Poa sublanata,2,16,100.00%,108,bc1110--bc1175,trnF,Late May,2020-05-18,Mattawa,C,Potato,M,0,1,0,RADseq
Weed,Portulacaceae,Purslane,Portulaca,Portulaca oleracea,3,7,99.80%,373,bc1113--bc1143,trnF,Early June,2020-06-12,Pasco,N,Russian thistle,F,1,0,0,
Tree,Rosaceae,peach,Prunus,Prunus persica,316,31,99.80%,41,bc1146--bc1191,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Tree,Rosaceae,peach,Prunus,Prunus persica,135,2,99.50%,190,bc1153--bc1171,ITS,Late May,2020-05-27,Pasco,M,Kochia,F,1,0,0,RADseq
Mustard,Brassicaceae,unknown,Pseudofortuynia,Pseudofortuynia leucoclada,1,4,97.00%,487,bc1100--bc1103,trnF,Late June,2020-06-25,Paterson,H,Russian thistle,M,1,1,0,
Mustard,Brassicaceae,unknown,Pseudofortuynia,Pseudofortuynia leucoclada,151,859,97.00%,8,bc1103--bc1111,trnF,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,1,0,0,RADseq
Mustard,Brassicaceae,unknown,Pseudofortuynia,Pseudofortuynia leucoclada,99,267,97.00%,9,bc1103--bc1112,trnF,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,0,0,0,RADseq
Tree,Rosaceae,pear,Pyrus,Pyrus communis,4,2,99.80%,472,bc1113--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,M,1,0,0,RADseq
Tree,Rosaceae,pear,Pyrus,Pyrus communis,6,99,100.00%,16,bc1103--bc1110,trnF,Early May,2020-05-13,Paterson,H,Russian thistle,,0,0,0,
Tree,Fagaceae,English oak,Quercus,Quercus robur,51,3,96.50%,122,bc1152--bc1190,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,,1,1,0,Extracted by Gina
Tree,Fabaceae,Black Locust,Robinia,Robinia pseudoacacia,47,2,99.60%,211,bc1153--bc1155,ITS,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,1,0,RADseq
Tree,Fabaceae,Black Locust,Robinia,Robinia pseudoacacia,146,68,100.00%,217,bc1140--bc1153,ITS,Early June,2020-06-03,Moxee,A,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Tree,Fabaceae,Black Locust,Robinia,Robinia pseudoacacia,5,3,98.90%,504,bc1100--bc1105,trnF,Late June,2020-06-25,Pasco,M,Netseed LambsquaRussian thistleers,F,1,0,0,
Tree,Fabaceae,Black Locust,Robinia,Robinia pseudoacacia,2,10,100.00%,504,bc1133--bc1171,ITS,Late June,2020-06-25,Pasco,M,Netseed LambsquaRussian thistleers,F,1,0,0,
Shrub,Rosaceae,Blackberry,Rubus,Rubus allegheniensis,11,5,97.90%,193,bc1153--bc1172,ITS,Late May,2020-05-27,Pasco,M,Kochia,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,11,8,99.80%,487,bc1100--bc1103,trnF,Late June,2020-06-25,Paterson,H,Russian thistle,M,1,1,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,245,212,99.80%,655,bc1144--bc1176,trnF,Early August,2020-08-12,Othello,F,Russian thistle,M,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,4,2,99.80%,788,bc1107--bc1177,trnF,Late August,2020-08-27,Othello,E,Kochia,M,0,1,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,35,36,99.80%,792,bc1108--bc1177,trnF,Late August,2020-08-27,Othello,E,Russian thistle,M,0,1,0,Faintly positive for bctv
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,164,173,99.30%,9,bc1103--bc1112,trnF,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,18,23,99.80%,11,bc1103--bc1114,trnF,Late April,2020-04-23,Moxee,A,Flixweed/Pinnate tansymustard,F,0,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,276,446,99.80%,28,bc1106--bc1114,trnF,Late May,2020-05-18,Moxee,A,Kochia,F,0,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,605,333,99.80%,39,bc1106--bc1109,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,1,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,16,2,99.30%,41,bc1106--bc1110,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,6,17,98.90%,111,bc1111--bc1169,trnF,Late May,2020-05-18,Mattawa,C,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,21,8,99.60%,127,bc1110--bc1169,trnF,Late May,2020-05-18,Othello,F,Kochia,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,24,31,99.80%,137,bc1097--bc1107,trnF,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,5,2,99.70%,182,bc1107--bc1114,trnF,Late May,2020-05-27,Pasco,N,Tumble mustard,F,1,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,11,6,99.60%,190,bc1107--bc1120,trnF,Late May,2020-05-27,Pasco,M,Kochia,F,1,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,33,36,99.30%,193,bc1107--bc1109,trnF,Late May,2020-05-27,Pasco,M,Kochia,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,12,16,99.80%,198,bc1107--bc1110,trnF,Late May,2020-05-27,Pasco,M,Russian thistle,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,5,15,99.60%,199,bc1097--bc1108,trnF,Late May,2020-05-27,Pasco,M,Russian thistle,F,1,1,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,72,73,98.90%,201,bc1108--bc1111,trnF,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,29,47,99.80%,211,bc1108--bc1112,trnF,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,4,3,99.80%,217,bc1108--bc1113,trnF,Early June,2020-06-03,Moxee,A,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,13,5,99.80%,358,bc1109--bc1142,trnF,Early June,2020-06-03,Mattawa,C,Russian thistle,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,10,19,99.80%,364,bc1097--bc1143,trnF,Early June,2020-06-03,Mattawa,D,Russian thistle,F,1,1,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,15,25,99.80%,369,bc1100--bc1143,trnF,Early June,2020-06-03,Mattawa,D,Russian thistle,F,1,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,5,13,98.90%,370,bc1111--bc1143,trnF,Early June,2020-06-03,Mattawa,D,Russian thistle,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,2,3,99.60%,372,bc1112--bc1143,trnF,Early June,2020-06-03,Othello,F,Potato,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,18,28,99.80%,373,bc1113--bc1143,trnF,Early June,2020-06-12,Pasco,N,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,22,9,99.60%,457,bc1110--bc1143,trnF,Late June,2020-06-17,Moxee,A,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,2,2,99.80%,468,bc1100--bc1144,trnF,Late June,2020-06-17,Othello,E,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,5,4,99.70%,471,bc1112--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,22,2,99.70%,476,bc1114--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,F,1,0,1,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,92,98,99.80%,481,bc1109--bc1144,trnF,Late June,2020-06-17,Othello,F,Russian thistle,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,17,4,99.70%,482,bc1110--bc1144,trnF,Late June,2020-06-17,Othello,F,Russian thistle,F,1,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,78,112,99.80%,496,bc1097--bc1105,trnF,Late June,2020-06-25,Paterson,I,Russian thistle,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,348,480,99.80%,509,bc1105--bc1114,trnF,Late June,2020-06-25,Pasco,M,Kochia,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,44,45,99.80%,512,bc1100--bc1106,trnF,Late June,2020-06-25,Pasco,M,Russian thistle,F,0,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,96,136,99.80%,518,bc1106--bc1111,trnF,Late June,2020-06-25,Pasco,M,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,52,123,99.80%,549,bc1106--bc1112,trnF,Early July,2020-07-01,Moxee,A,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,31,34,99.80%,550,bc1106--bc1113,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,43,37,99.80%,552,bc1114--bc1169,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,218,376,99.80%,557,bc1107--bc1112,trnF,Early July,2020-07-01,Mattawa,D,Kochia,F,1,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,33,13,99.80%,558,bc1108--bc1114,trnF,Early July,2020-07-01,Othello,E,Russian thistle,F,1,1,0,Faintly positive for bctv
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,137,162,99.60%,568,bc1103--bc1176,trnF,Late July,2020-07-15,Moxee,A,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,316,218,99.60%,577,bc1106--bc1176,trnF,Late July,2020-07-15,Mattawa,D,Potato,F,0,1,1,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,9,13,99.80%,587,bc1169--bc1176,trnF,Late July,2020-07-15,Othello,E,Russian thistle,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,10,16,99.80%,614,bc1107--bc1176,trnF,Late July,2020-07-16,Paterson,J,Russian thistle,F,1,1,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,115,122,98.70%,616,bc1108--bc1176,trnF,Late July,2020-07-16,Paterson,J,Russian thistle,F,1,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,9,6,99.60%,626,bc1142--bc1176,trnF,Early August,2020-08-12,Moxee,A,Kochia,F,0,0,1,Faintly positive for s citri
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,102,79,99.60%,644,bc1143--bc1176,trnF,Early August,2020-08-12,Moxee,A,Russian thistle,F,0,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,25,4,99.70%,671,bc1105--bc1177,trnF,Early August,2020-08-12,Othello,G,Kochia,F,1,0,0,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,11,10,99.80%,763,bc1106--bc1177,trnF,Late August,2020-08-27,Mattawa,C,Russian thistle,F,0,0,1,
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,23,2,99.40%,17,bc1105--bc1112,trnF,Early May,2020-05-13,Paterson,H,Russian thistle,,1,1,0,Extracted by Gina
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,150,269,99.80%,46,bc1111--bc1175,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,,1,0,0,RADseq
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,21,31,99.80%,122,bc1113--bc1169,trnF,Late May,2020-05-18,Mattawa,D,Russian thistle,,1,1,0,Extracted by Gina
Russian Thistle,Amaranthaceae,Slender Russian Thistle,Salsola,Salsola collina,41,59,99.80%,299,bc1100--bc1142,trnF,Early June,2020-06-03,Mattawa,B,Russian thistle,,1,1,0,Missing abdomen
Nightshade,Solanaceae,Henbane bell,Scopolia,Scopolia carniolica,14,2,96.70%,556,bc1100--bc1107,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,1,1,0,
Grass,Poaceae,rye,Secale,Secale cereale,4,14,98.10%,123,bc1152--bc1191,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,F,0,1,0,RADseq
Grass,Poaceae,rye,Secale,Secale cereale,134,2,97.80%,190,bc1153--bc1171,ITS,Late May,2020-05-27,Pasco,M,Kochia,F,1,0,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,239,55,100.00%,8,bc1103--bc1111,trnF,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,1,0,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,479,45,100.00%,9,bc1103--bc1112,trnF,Late April,2020-04-22,Pasco,WSU,Tumble mustard,F,0,0,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,3,15,100.00%,12,bc1103--bc1120,trnF,Late April,2020-04-23,Moxee,A,Flixweed/Pinnate tansymustard,F,0,0,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,163,4,100.00%,19,bc1140--bc1150,ITS,Late May,2020-05-18,Moxee,A,Tumble mustard,F,0,0,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,89,12,99.80%,153,bc1152--bc1155,ITS,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,2,27,100.00%,182,bc1107--bc1114,trnF,Late May,2020-05-27,Pasco,N,Tumble mustard,F,1,1,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,75,10,100.00%,182,bc1152--bc1189,ITS,Late May,2020-05-27,Pasco,N,Tumble mustard,F,1,1,0,RADseq
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,101,9,100.00%,84,bc1146--bc1155,ITS,Late May,2020-05-18,Mattawa,B,Russian thistle,,1,1,0,
Mustard,Brassicaceae,Tumble mustard,Sisymbrium,Sisymbrium altissimum,2,7,100.00%,0,bc1150--bc1339,,,,,,,,,,,
Mustard,Brassicaceae,Tall mustard,Sisymbrium,Sisymbrium loeselii,45,3,100.00%,211,bc1153--bc1155,ITS,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,1,0,RADseq
Mustard,Brassicaceae,Tall mustard,Sisymbrium,Sisymbrium loeselii,157,4,97.70%,122,bc1152--bc1190,ITS,Late May,2020-05-18,Mattawa,D,Russian thistle,,1,1,0,Extracted by Gina
Shrub,Smilacaceae,Greenbriar,Smilax,Smilax aberrans,138,2,99.10%,190,bc1153--bc1171,ITS,Late May,2020-05-27,Pasco,M,Kochia,F,1,0,0,RADseq
Shrub,Smilacaceae,Greenbriar,Smilax,Smilax aberrans,237,219,98.50%,193,bc1153--bc1172,ITS,Late May,2020-05-27,Pasco,M,Kochia,F,0,1,0,RADseq
Shrub,Smilacaceae,Greenbriar,Smilax,Smilax aberrans,34,3,99.10%,211,bc1153--bc1155,ITS,Early June,2020-06-03,Moxee,A,Tumble mustard,F,0,1,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,367,90,97.70%,37,bc1146--bc1172,ITS,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,M,0,1,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,46,35,99.80%,39,bc1106--bc1109,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,1,1,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,81,2,99.70%,99,bc1140--bc1146,ITS,Late May,2020-05-18,Mattawa,C,Kochia,F,0,1,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,31,3,99.80%,137,bc1152--bc1154,ITS,Late May,2020-05-25,Paterson,H,Russian thistle,F,1,0,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,1466,470,100.00%,182,bc1152--bc1189,ITS,Late May,2020-05-27,Pasco,N,Tumble mustard,F,1,1,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,4,3,100.00%,370,bc1111--bc1143,trnF,Early June,2020-06-03,Mattawa,D,Russian thistle,F,0,1,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,2,7,100.00%,504,bc1100--bc1105,trnF,Late June,2020-06-25,Pasco,M,Netseed LambsquaRussian thistleers,F,1,0,0,
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,20,9,100.00%,512,bc1100--bc1106,trnF,Late June,2020-06-25,Pasco,M,Russian thistle,F,0,1,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,3,10,99.80%,552,bc1114--bc1169,trnF,Early July,2020-07-01,Mattawa,B,Russian thistle,F,0,0,0,RADseq
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,22,67,96.30%,671,bc1123--bc1173,ITS,Early August,2020-08-12,Othello,G,Kochia,F,1,0,0,
Crop,Solanaceae,Tomato,Solanum,Solanum lycopersicum,3,3,100.00%,22,bc1150--bc1189,ITS,Late May,2020-05-18,Moxee,A,Tumble mustard,,0,0,0,Extracted by Gina
Crop,Solanaceae,Wild Tomato,Solanum,Solanum pennellii,3,3,96.30%,568,bc1134--bc1191,ITS,Late July,2020-07-15,Moxee,A,Russian thistle,F,1,0,0,
Crop,Solanaceae,Wild Tomato,Solanum,Solanum pennellii,27,78,95.80%,671,bc1123--bc1173,ITS,Early August,2020-08-12,Othello,G,Kochia,F,1,0,0,
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,2,9,99.80%,23,bc1099--bc1106,trnF,Late May,2020-05-18,Moxee,A,Kochia,F,0,0,0,
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,3,12,99.80%,41,bc1106--bc1110,trnF,Late May,2020-05-18,Mattawa,B,Flixweed/Pinnate tansymustard,F,0,1,0,RADseq
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,10,2,99.50%,193,bc1107--bc1109,trnF,Late May,2020-05-27,Pasco,M,Kochia,F,0,1,0,RADseq
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,9,2,99.50%,198,bc1107--bc1110,trnF,Late May,2020-05-27,Pasco,M,Russian thistle,F,0,0,0,RADseq
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,6,3,99.80%,232,bc1108--bc1110,trnF,Early June,2020-06-03,Moxee,A,Russian thistle,F,1,1,0,
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,3,11,99.80%,476,bc1114--bc1144,trnF,Late June,2020-06-17,Othello,F,Kochia,F,1,0,1,
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,15,2,99.60%,568,bc1103--bc1176,trnF,Late July,2020-07-15,Moxee,A,Russian thistle,F,1,0,0,
Nightshade,Solanaceae,Nightshade,Solanum,Solanum gourlayi,9,10,99.80%,577,bc1106--bc1176,trnF,Late July,2020-07-15,Mattawa,D,Potato,F,0,1,1,RADseq
